GEOCOD,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat__y_,Long__x_
"RUA ARISTIDES DE BASILE, 14, SAO PAULO, SAO PAULO - BRASIL","133373482560000092","133","373","482560","00","0092",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","70",RUA ARISTIDES DE BASILE,"14","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4897682","-46,3864109"
"RUA BARAO DOMINGOS DE TABATINGA, 8, SAO PAULO, SAO PAULO - BRASIL","133373482579000069","133","373","482579","00","0069",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","78","156",RUA BARAO DOMINGOS DE TABATINGA,"8","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4882581","-46,3859833"
"RUA BARAO DOMINGOS DE TABATINGA, 19, SAO PAULO, SAO PAULO - BRASIL","133373482579000058","133","373","482579","00","0058",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","75",RUA BARAO DOMINGOS DE TABATINGA,"19","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4863518","-46,3870064"
"RUA FRANCISCO BORZAGE, 19, SAO PAULO, SAO PAULO - BRASIL","133369482609000019","133","369","482609","00","0019",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","73",RUA FRANCISCO BORZAGE,"19","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4884761","-46,3869276"
"RUA JANEZ NOVAK, 51, SAO PAULO, SAO PAULO - BRASIL","133369482633000051","133","369","482633","00","0051",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","210","71",RUA JANEZ NOVAK,"51","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4881976","-46,3866483"
"RUA JANEZ NOVAK, 34, SAO PAULO, SAO PAULO - BRASIL","133369482633000034","133","369","482633","00","0034",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","75","225",RUA JANEZ NOVAK,"34","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4886917","-46,3863375"
"RUA SEBASTIAO IVO, 534, SAO PAULO, SAO PAULO - BRASIL","114177211702000070","114","177","211702","00","0070",IQ,CLD,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","148",RUA SEBASTIAO IVO,"534","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5525133","-46,4657363"
"RUA FRANCISCO BORZAGE, 4, SAO PAULO, SAO PAULO - BRASIL","133369482609000004","133","369","482609","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","142","71",RUA FRANCISCO BORZAGE,"4","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,488901","-46,3867128"
"RUA JANEZ NOVAK, 17, SAO PAULO, SAO PAULO - BRASIL","133367482633000017","133","367","482633","00","0017",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","71","142",RUA JANEZ NOVAK,"17","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4880931","-46,3866023"
"RUA JOAQUIM PEDRO GETULIO, 38, SAO PAULO, SAO PAULO - BRASIL","121208729485000084","121","208","729485","00","0084",SA,CGR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","119","125",RUA JOAQUIM PEDRO GETULIO,"38","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6865247","-46,6748866"
"RUA JOSE LOUREIRO DAS NEVES, 64, SAO PAULO, SAO PAULO - BRASIL","117305759058000164","117","305","759058","00","0164",VP,SLU,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","155",RUA JOSE LOUREIRO DAS NEVES,"64","1","0","0",,U,,,LOTE COM ENDERECO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2023","0","-23,5920145","-46,5369212"
"RUA DONA ANA FLORA PINHEIRO DE SOUSA, 280, SAO PAULO, SAO PAULO - BRASIL","112457011720000079","112","457","011720","00","0079",MP,VJA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","94","77",RUA DONA ANA FLORA PINHEIRO DE SOUSA,"280","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5025252","-46,451451"
"RUA ARISTIDES DE BASILE, 15, SAO PAULO, SAO PAULO - BRASIL","133373482560000093","133","373","482560","00","0093",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","73",RUA ARISTIDES DE BASILE,"15","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4898419","-46,3863828"
"RUA JOSE DA COSTA GAVIAO, 251, SAO PAULO, SAO PAULO - BRASIL","127106706426000014","127","106","706426","00","0014",FO,BRL,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","102","119",RUA JOSE DA COSTA GAVIAO,"251","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4617935","-46,6732393"
"RUA JANEZ NOVAK, 22, SAO PAULO, SAO PAULO - BRASIL","133366482633000022","133","366","482633","00","0022",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","340","171",RUA JANEZ NOVAK,"22","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4871564","-46,3869513"
"RUA FRANCISCO BORZAGE, 20, SAO PAULO, SAO PAULO - BRASIL","133369482609000068","133","369","482609","00","0068",IT,IPA,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","429","612",RUA FRANCISCO BORZAGE,"20","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4883897","-46,3868235"
"RUA FRANCISCO BORZAGE, 8, SAO PAULO, SAO PAULO - BRASIL","133369482609000008","133","369","482609","00","0008",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","73",RUA FRANCISCO BORZAGE,"8","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4887931","-46,3867674"
"RUA HENRIQUE ABADIE, 60, SAO PAULO, SAO PAULO - BRASIL","133369482625000060","133","369","482625","00","0060",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","210","76",RUA HENRIQUE ABADIE,"60","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4877517","-46,386942"
"RUA JANEZ NOVAK, 47, SAO PAULO, SAO PAULO - BRASIL","133369482633000047","133","369","482633","00","0047",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","75",RUA JANEZ NOVAK,"47","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4883228","-46,3865516"
"RUA HENRIQUE ABADIE, 67, SAO PAULO, SAO PAULO - BRASIL","133369482625000067","133","369","482625","00","0067",IT,IPA,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","188","94",RUA HENRIQUE ABADIE,"67","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4878834","-46,3868469"
"RUA FRANCISCO BORZAGE, 28, SAO PAULO, SAO PAULO - BRASIL","133369482609000028","133","369","482609","00","0028",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","73",RUA FRANCISCO BORZAGE,"28","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4881827","-46,3869741"
"RUA JOAO GONCALVES DE MORAIS, 183, SAO PAULO, SAO PAULO - BRASIL","135213719579000097","135","213","719579","00","0097",IT,VCR,"6",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","40","62",RUA JOAO GONCALVES DE MORAIS,"183","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,523166","-46,4072723"
"RUA REPUBLICA DOS PALMARES, 430, SAO PAULO, SAO PAULO - BRASIL","125137410128000081","125","137","410128","00","0081",PJ,PIR,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"3",,L,"16402","2016",MA,"16",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","505","505",RUA REPUBLICA DOS PALMARES,"430","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,4812374","-46,7270959"
"RUA PADRE VICENTE DE ARAUJO, 1135, SAO PAULO, SAO PAULO - BRASIL","135213621200000083","135","213","621200","00","0083",IT,VCR,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","69",RUA PADRE VICENTE DE ARAUJO,"1135","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5231681","-46,4077735"
"RUA PADRE VICENTE DE ARAUJO, 1129, SAO PAULO, SAO PAULO - BRASIL","135213621200000082","135","213","621200","00","0082",IT,VCR,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","73","73",RUA PADRE VICENTE DE ARAUJO,"1129","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5230858","-46,407724"
"RUA JANEZ NOVAK, 3, SAO PAULO, SAO PAULO - BRASIL","133366482633000002","133","366","482633","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","144","72",RUA JANEZ NOVAK,"3","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4884949","-46,3863967"
"RUA FRANCISCO BORZAGE, 6, SAO PAULO, SAO PAULO - BRASIL","133369482609000006","133","369","482609","00","0006",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","73",RUA FRANCISCO BORZAGE,"6","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4888202","-46,3867105"
"RUA JANEZ NOVAK, 45, SAO PAULO, SAO PAULO - BRASIL","133369482633000045","133","369","482633","00","0045",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","208","104",RUA JANEZ NOVAK,"45","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4883736","-46,3865021"
"RUA FRANCISCO BORZAGE, 14, SAO PAULO, SAO PAULO - BRASIL","133369482609000014","133","369","482609","00","0014",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","71","142",RUA FRANCISCO BORZAGE,"14","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4886077","-46,3868611"
"RUA ANTONIO GIL, 1411, SAO PAULO, SAO PAULO - BRASIL","120025017310000054","120","025","017310","00","0054",AD,CAD,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"15",,L,"16050","2014",PI,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","270","275",RUA ANTONIO GIL,"1411","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,SEGUNDO QUADRIMESTRE,"2023","0","-23,6562089","-46,6689703"
"RUA ITAPIPINAS, 115, SAO PAULO, SAO PAULO - BRASIL","113441095508000048","113","441","095508","00","0048",PE,AAL,"3",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","143","91",RUA ITAPIPINAS,"115","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2023","0","-23,5274202","-46,4864309"
"RUA FRANCISCO BORZAGE, 1, SAO PAULO, SAO PAULO - BRASIL","133369482609000001","133","369","482609","00","0001",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","208","104",RUA FRANCISCO BORZAGE,"1","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4891175","-46,3863894"
"RUA FRANCISCO BORZAGE, 10, SAO PAULO, SAO PAULO - BRASIL","133369482609000010","133","369","482609","00","0010",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","75",RUA FRANCISCO BORZAGE,"10","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4887054","-46,3867646"
"RUA IVAMPA DUARTE LISBOA, 417, SAO PAULO, SAO PAULO - BRASIL","134433729906000039","134","433","729906","00","0039",IT,IPA,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","829","600",RUA NSRA DA APRESENTACAO,"417","2","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4910236","-46,3807056"
"RUA PADRE FREDERICO OLMEDA, 42, SAO PAULO, SAO PAULO - BRASIL","133371482595000036","133","371","482595","00","0036",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","73","73",RUA PADRE FREDERICO OLMEDA,"42","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4895205","-46,3867391"
"RUA JANEZ NOVAK, 21, SAO PAULO, SAO PAULO - BRASIL","133370482633000021","133","370","482633","00","0021",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","142","71",RUA JANEZ NOVAK,"21","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4870763","-46,3873076"
"RUA HENRIQUE ABADIE, 2, SAO PAULO, SAO PAULO - BRASIL","133367482625000002","133","367","482625","00","0002",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","76","100",RUA HENRIQUE ABADIE,"2","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4876496","-46,3866809"
"RUA JANEZ NOVAK, 8, SAO PAULO, SAO PAULO - BRASIL","133370482633000008","133","370","482633","00","0008",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","76","152",RUA JANEZ NOVAK,"8","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4874194","-46,3871201"
"RUA ARISTIDES DE BASILE, 35, SAO PAULO, SAO PAULO - BRASIL","133371482560000029","133","371","482560","00","0029",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","154","77",RUA ARISTIDES DE BASILE,"35","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,489668","-46,3866829"
"RUA PADRE FREDERICO OLMEDA, 4, SAO PAULO, SAO PAULO - BRASIL","133368482595000006","133","368","482595","00","0006",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","76",RUA PADRE FREDERICO OLMEDA,"4","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4895082","-46,3868189"
"RUA GIOVANNI MOSTO, 31, SAO PAULO, SAO PAULO - BRASIL","133368482617000031","133","368","482617","00","0031",IT,IPA,"3",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","102",RUA GIOVANNI MOSTO,"31","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4883954","-46,3871329"
"RUA BARAO DOMINGOS DE TABATINGA, 33, SAO PAULO, SAO PAULO - BRASIL","133370482579000033","133","370","482579","00","0033",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","148","74",RUA BARAO DOMINGOS DE TABATINGA,"33","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4879707","-46,3861772"
"RUA FERNAO MENDES PINTO, 372, SAO PAULO, SAO PAULO - BRASIL","111308070688000057","111","308","070688","00","0057",EM,ERM,"6",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","230",RUA FERNAO MENDES PINTO,"372","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5031147","-46,4870698"
"RUA JANEZ NOVAK, 5, SAO PAULO, SAO PAULO - BRASIL","133366482633000004","133","366","482633","00","0004",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","70",RUA JANEZ NOVAK,"5","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4875057","-46,3871013"
"RUA PLACIDO PARREIRA LIMA, 27, SAO PAULO, SAO PAULO - BRASIL","135214604160000042","135","214","604160","00","0042",IT,VCR,"6",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","166",RUA PLACIDO PARREIRA LIMA,"27","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,5211674","-46,4027194"
"RUA IVAMPA DUARTE LISBOA, 282, SAO PAULO, SAO PAULO - BRASIL","134453220051000077","134","453","220051","00","0077",IT,IPA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","81","110",RUA MANUEL VILA DALBA,"282","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4906903","-46,3799984"
"RUA JANEZ NOVAK, 7, SAO PAULO, SAO PAULO - BRASIL","133367482633000007","133","367","482633","00","0007",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","100",RUA JANEZ NOVAK,"7","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,4874249","-46,3869988"
"RUA BARAO DOMINGOS DE TABATINGA, 34, SAO PAULO, SAO PAULO - BRASIL","133370482579000034","133","370","482579","00","0034",IT,IPA,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","73",RUA BARAO DOMINGOS DE TABATINGA,"34","0","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2023","0","-23,487346","-46,3865985"
