GEOCOD,ID,COD_SET_ZON,COD_QDR_ZON,COD_LOG_ZON,COD_CNDM_ZON,COD_LOTE_ZON,SGL_SUBP_EDIC,SGL_DSTR_EDIC,COD_TSTD_ZON,IND_VRFC_EDIC,IND_EXCL_INCL_CRGA,SGL_ZONA_01_ZON,COD_PRMR_01_ZON,SGL_LNDR_01_ZON,COD_TIP_LEGC_01,COD_LEGC_01_ZON,ANO_LEGC_01_ZON,IND_ADCA_CRGA,SGL_ZONA_02_ZON,COD_PRMR_02_ZON,SGL_LNDR_02_ZON,COD_TIP_LEGC_02,COD_LEGC_02_ZON,ANO_LEGC_02_ZON,SGL_ZONA_03_ZON,COD_PRMR_03_ZON,SGL_LNDR_03_ZON,COD_TIP_LEGC_03,COD_LEGC_03_ZON,ANO_LEGC_03_ZON,SGL_ZONA_04_ZON,COD_PRMR_04_ZON,SGL_LNDR_04_ZON,COD_TIP_LEGC_04,COD_LEGC_04_ZON,ANO_LEGC_04_ZON,SGL_ZONA_05_ZON,COD_PRMR_05_ZON,SGL_LNDR_05_ZON,COD_TIP_LEGC_05,COD_LEGC_05_ZON,ANO_LEGC_05_ZON,SGL_ZONA_06_ZON,COD_PRMR_06_ZON,SGL_LNDR_06_ZON,COD_TIP_LEGC_06,COD_LEGC_06_ZON,ANO_LEGC_06_ZON,COD_AREA_CONST,COD_AREA_LT,COD_END_LOG,COD_NUM_PORT,COD_SIT,VALOR_MET_CODLOG,VALOR_MET_MED_ZON,NUM_PAV,SGL_ZON_URB_RUR,ANO_CONST,IND_EXCL_OBS,TXT_OBS_01_EDIC,TXT_OBS_02_EDIC,NOME_CID_EDIC,NOME_EST_EDIC,NOME_PAIS_EDIC,REG_LIM_ADM,COD_QUAD,COD_ANO,COND,Lat__y_,Long__x_
,"102068186660040000","102","068","186660","04","0000",MO,ARA,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","297",RUA TAPACOAS,"79","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5774507","-46,5618752"
,"113389170020040000","113","389","170020","04","0000",PE,PEN,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","445",RUA BENEDITO OTONI,"393","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5295928","-46,4918443"
,"114008046906040000","114","008","046906","04","0000",MP,SMI,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","500",RUA CECILIA ITER,"373","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5223759","-46,4393242"
,"114293173916040000","114","293","173916","04","0000",IQ,ITQ,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","800",RUA ROQUE POLIDORO,"163","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5296623","-46,4505558"
,"090150011274040000","090","150","011274","04","0000",SA,CGR,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","7636",RUA AMOIPIRA,"101","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6690961","-46,6910404"
,"127286094153040000","127","286","094153","04","0000",ST,MAN,"3",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","15375",RUA ITA,"460","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4524865","-46,645766"
,"088221217670040000","088","221","217670","04","0000",SA,SAM,"2",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1627",RUA JOSE GAMBARINI,"120","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6342363","-46,683997"
,"116097132667030000","116","097","132667","03","0000",AR,CAR,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","336",RUA MARIA INACIA DA CONCEICAO,"153","1","0","0",,U,,,LOTE COM ENDERECO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5592307","-46,5292963"
,"128001169200030000","128","001","169200","03","0000",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","451",RUA CAPITAO JOSE AGUIRRE CAMARGO,"109","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,445559","-46,6126448"
,"119349285129030000","119","349","285129","03","0000",IP,SAC,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","12004",RUA CHARLES LAMPE,"120","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6315836","-46,6002218"
,"116095160091030000","116","095","160091","03","0000",AR,CAR,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","350",RUA PEDRO VOSS,"251","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5565536","-46,5279305"
,"088211106283030000","088","211","106283","03","0000",SA,SAM,"2",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2834",RUA JOB LANE,"1195","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6401688","-46,6817635"
,"124174080373030000","124","174","080373","03","0000",PJ,PIR,"2",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","5310",RUA BRIGADEIRO GODINHO DOS SANTOS,"869","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,477065","-46,7459225"
,"115211127256030000","115","211","127256","03","0000",GU,GUA,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","993",RUA CORONEL MANUEL MACHADO,"196","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5505324","-46,4113406"
,"088215109673030000","088","215","109673","03","0000",SA,SAM,"1",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"4",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1737",RUA CASSIANO RICARDO,"481","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6368748","-46,6788196"
,"101385022438030000","101","385","022438","03","0000",BT,MOR,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1430",RUA DOM ARMANDO LOMBARDI,"682","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5912974","-46,7187949"
,"118347787272030000","118","347","787272","03","0000",VP,SLU,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","428",RUA GLORIA DO GOITA,"335","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5845246","-46,558867"
,"102068139645030000","102","068","139645","03","0000",MO,ARA,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","407",RUA CAPITAO MILITAO,"96","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,576815","-46,5616436"
,"128213169200030000","128","213","169200","03","0000",JT,TRE,"1",S,S,ZMA,"0",,L,"16402","2016",S,QA,"10",,L,"16402","2016",MA,"4",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","373",RUA CAPITAO JOSE AGUIRRE CAMARGO,"74","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4462644","-46,6125318"
,"093027127515030000","093","027","127515","03","0000",SO,SOC,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3242",RUA OLIVIA GUEDES PENTEADO,"868","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6745228","-46,7090931"
,"114293098060030000","114","293","098060","03","0000",IQ,ITQ,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","800",AVENIDA PIRES DO RIO,"4051","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5293382","-46,4511133"
,"120003212610020000","120","003","212610","02","0000",AD,CAD,"1",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","354",RUA RUBEM DE SOUZA,"349","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,662764","-46,6739337"
,"102111197084020000","102","111","197084","02","0000",VP,SLU,"2",S,S,ZC,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3409",AVENIDA VILA EMA,"2465","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,581678","-46,553089"
,"112358069892020000","112","358","069892","02","0000",MP,SMI,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","241",RUA JOSE ALDO PIASSI,"276","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4946236","-46,4465888"
,"090413173304020000","090","413","173304","02","0000",AD,CAR,"2",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1356",RUA CARLOS BAPTISTA DE MAGALHAES,"11","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,653764","-46,6791332"
,"119341295671020000","119","341","295671","02","0000",IP,SAC,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","6023",AVENIDA MARGINAL,"2372","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6281619","-46,5821284"
,"122004105902020000","122","004","105902","02","0000",CL,VAN,"1",S,S,ZC,"0",,L,"16402","2016",S,ZEIS-3,"0",,L,"16402","2016",ZEIS5,"0",,L,"16402","2016",QA,"4",,L,"16402","2016",MA,"13",,L,"16050","2014",,"0",,,"0","0","0","0",RUA JOAQUIM NUNES TEIXEIRA,"236","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5557714","-46,6395571"
,"113202044814020000","113","202","044814","02","0000",PE,AAL,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","293",RUA DESEMBARGADOR CARNEIRO RIBEIRO,"249","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5410543","-46,4888027"
,"112517134627020000","112","517","134627","02","0000",MP,SMI,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","250",RUA MARIO DALLARI,"261","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4986518","-46,4286635"
,"113121008443020000","113","121","008443","02","0000",PE,VMT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","300",RUA ALTO DO PARNAIBA,"351","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5405718","-46,5018047"
,"110171137871020000","110","171","137871","02","0000",PE,CNG,"2",S,S,ZEIS-1,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","251",RUA MONSENHOR MEIRELES,"645","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5030893","-46,4948126"
,"112269083321020000","112","269","083321","02","0000",MP,SMI,"2",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","200",RUA GUARACAPA,"107","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4941646","-46,4361262"
,"113001034207020000","113","001","034207","02","0000",PE,VMT,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","254",RUA BOACICA,"108","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5288985","-46,5085753"
,"102088116106020000","102","088","116106","02","0000",MO,ARA,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","208",RUA JOAQUIM DE OLIVEIRA,"43","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5808649","-46,5663249"
,"111406677779020000","111","406","677779","02","0000",EM,ERM,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","291",RUA JOSE GOES NOGUEIRA,"413","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4957675","-46,4743878"
,"121028025291020000","121","028","025291","02","0000",SA,CGR,"1",S,S,ZM,"0",,L,"16402","2016",S,ZC,"0",,L,"16402","2016",QA,"4",,L,"16402","2016",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","0","300",RUA ALESSANDRO MANZONI,"118","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6809161","-46,6846253"
,"123009039845020000","123","009","039845","02","0000",BT,VSO,"2",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3592",RUA CAMINHO DO ENGENHO,"333","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5963453","-46,7426169"
,"124174507377020000","124","174","507377","02","0000",PJ,PIR,"3",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","6969",RUA LARANJAL DO JARI,"130","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4770648","-46,7442413"
,"107462128996020000","107","462","128996","02","0000",FO,FRE,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","909",RUA MARCELINO SIMOES,"124","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4837849","-46,6999428"
,"113212160296020000","113","212","160296","02","0000",PE,AAL,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","345",RUA PEIXOTO WERNECK,"132","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5404333","-46,486637"
,"117289193194020000","117","289","193194","02","0000",VP,SLU,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","400",RUA UHLAND,"1020","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5931132","-46,5350872"
,"113094198544020000","113","094","198544","02","0000",PE,VMT,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","300",RUA VITORIA DA CONQUISTA,"85","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5384366","-46,5013814"
,"123170262684020000","123","170","262684","02","0000",BT,MOR,"2",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","4275",RUA REVERENDO MIGUEL RIZZO JUNIOR,"35","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6097349","-46,7141869"
,"088099063371020000","088","099","063371","02","0000",SA,SAM,"1",S,S,ZER-1,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1760",RUA COMENDADOR ELIAS ZARZUR,"954","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6448929","-46,697126"
,"107290154253020000","107","290","154253","02","0000",FO,BRL,"3",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2986",AVENIDA DEPUTADO CANTIDIO SAMPAIO,"473","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,4720096","-46,674038"
,"122142603961020000","122","142","603961","02","0000",CL,VAN,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","403",RUA MANOEL CRUZ,"40","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6413751","-46,7423422"
,"114032157856020000","114","032","157856","02","0000",IQ,JBO,"1",S,S,ZEUP,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"14",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","500",RUA PORTO AMAZONAS,"520","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5270055","-46,4408025"
,"116522246700010000","116","522","246700","01","0000",AR,ARI,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","250",RUA LEONCIO DA COSTA VIEIRA,"53","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5718294","-46,5286661"
,"121002211117010000","121","002","211117","01","0000",SA,CGR,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","400",RUA JOAO SCATAMACCHIA,"292","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL-SUDESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,6793851","-46,6802108"
,"117378106046010000","117","378","106046","01","0000",SB,SAP,"2",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","188",RUA JOAQUIM ROSA DA SILVA,"57","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5862954","-46,5309347"
,"124174507377010000","124","174","507377","01","0000",PJ,PIR,"3",S,S,ZEIS-5,"0",,L,"16402","2016",S,QA,"8",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","6281",RUA LARANJAL DO JARI,"200","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,496335","-46,7477281"
,"113212160296010000","113","212","160296","01","0000",PE,AAL,"1",S,S,ZEU,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","270",RUA PEIXOTO WERNECK,"126","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5404298","-46,4864898"
,"100093046540010000","100","093","046540","01","0000",VP,VPR,"2",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2073",RUA CAVOUR,"612","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5825096","-46,5787652"
,"084273231207010000","084","273","231207","01","0000",BT,MOR,"3",S,S,ZCOR-2,"0",,L,"16402","2016",S,QA,"5",,L,"16402","2016",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2237",RUA DOUTOR WILTON PAES DE ALMEIDA,"40","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5926181","-46,7041318"
,"102081068985010000","102","081","068985","01","0000",MO,ARA,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","200",RUA FARIA LOBATO,"412","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5790341","-46,5703813"
,"098019104876010000","098","019","104876","01","0000",LA,LAP,"1",S,S,ZEM,"0",,R,"4","2018",S,QA,"1",,L,"16402","2016",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","22564",RUA JOAO TIBIRICA,"900","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5183983","-46,7242324"
,"102118243388010000","102","118","243388","01","0000",VP,VPR,"3",S,S,ZEU,"0",,L,"16402","2016",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2631",AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,"2597","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,PRIMEIRO QUADRIMESTRE,"2023","1","-23,5826723","-46,5688552"
